rank,sequence,airport_A,airport_B,cascade_probability,risk_level
9227,ECP → DFW → JFK,ECP,JFK,0.1838,NORMAL
9228,STL → DFW → SNA,STL,SNA,0.1838,NORMAL
9229,ABQ → DFW → STT,ABQ,STT,0.1838,NORMAL
9230,MFE → DFW → ATL,MFE,ATL,0.1838,NORMAL
9231,DCA → DFW → PBI,DCA,PBI,0.1838,NORMAL
9232,SAT → DFW → RIC,SAT,RIC,0.1838,NORMAL
9233,GSO → DFW → AGS,GSO,AGS,0.1837,NORMAL
9234,CVG → DFW → MCO,CVG,MCO,0.1837,NORMAL
9235,HSV → DFW → ANC,HSV,ANC,0.1837,NORMAL
9236,MDT → DFW → SJU,MDT,SJU,0.1837,NORMAL
9237,DSM → DFW → COS,DSM,COS,0.1837,NORMAL
9238,RDM → DFW → JAX,RDM,JAX,0.1837,NORMAL
9239,CAE → DFW → LBB,CAE,LBB,0.1837,NORMAL
9240,GEG → DFW → MSY,GEG,MSY,0.1836,NORMAL
9241,IAD → DFW → MFE,IAD,MFE,0.1836,NORMAL
9242,BDL → DFW → GEG,BDL,GEG,0.1836,NORMAL
9243,PHX → DFW → TVC,PHX,TVC,0.1836,NORMAL
9244,SBP → DFW → BZN,SBP,BZN,0.1836,NORMAL
9245,DCA → DFW → STL,DCA,STL,0.1836,NORMAL
9246,SAT → DFW → PHL,SAT,PHL,0.1836,NORMAL
9247,MIA → DFW → SAV,MIA,SAV,0.1836,NORMAL
9248,MYR → DFW → PWM,MYR,PWM,0.1836,NORMAL
9249,CID → DFW → SRQ,CID,SRQ,0.1836,NORMAL
9250,HSV → DFW → DEN,HSV,DEN,0.1836,NORMAL
9251,MIA → DFW → TUS,MIA,TUS,0.1836,NORMAL
9252,BOS → DFW → IND,BOS,IND,0.1836,NORMAL
9253,VPS → DFW → SBP,VPS,SBP,0.1835,NORMAL
9254,OMA → DFW → SRQ,OMA,SRQ,0.1835,NORMAL
9255,DRO → DFW → MSP,DRO,MSP,0.1835,NORMAL
9256,GSO → DFW → ECP,GSO,ECP,0.1835,NORMAL
9257,ORD → DFW → EYW,ORD,EYW,0.1835,NORMAL
9258,MCO → DFW → GRR,MCO,GRR,0.1835,NORMAL
9259,GRR → DFW → DRO,GRR,DRO,0.1834,NORMAL
9260,JAX → DFW → ORD,JAX,ORD,0.1834,NORMAL
9261,GSO → DFW → SJC,GSO,SJC,0.1834,NORMAL
9262,LBB → DFW → HNL,LBB,HNL,0.1834,NORMAL
9263,MRY → DFW → CVG,MRY,CVG,0.1834,NORMAL
9264,TPA → DFW → XNA,TPA,XNA,0.1834,NORMAL
9265,SEA → DFW → MKE,SEA,MKE,0.1834,NORMAL
9266,PWM → DFW → PHX,PWM,PHX,0.1833,NORMAL
9267,MSN → DFW → CLE,MSN,CLE,0.1833,NORMAL
9268,FAT → DFW → MKE,FAT,MKE,0.1833,NORMAL
9269,COS → DFW → JAX,COS,JAX,0.1833,NORMAL
9270,SAV → DFW → FSD,SAV,FSD,0.1833,NORMAL
9271,MKE → DFW → PNS,MKE,PNS,0.1833,NORMAL
9272,BOI → DFW → BUR,BOI,BUR,0.1833,NORMAL
9273,ORF → DFW → JAX,ORF,JAX,0.1832,NORMAL
9274,FLL → DFW → FCA,FLL,FCA,0.1832,NORMAL
9275,FAT → DFW → VPS,FAT,VPS,0.1832,NORMAL
9276,PSP → DFW → TPA,PSP,TPA,0.1832,NORMAL
9277,IAH → DFW → STT,IAH,STT,0.1832,NORMAL
9278,BOS → DFW → MSY,BOS,MSY,0.1832,NORMAL
9279,ONT → DFW → GSO,ONT,GSO,0.1831,NORMAL
9280,IAD → DFW → XNA,IAD,XNA,0.1831,NORMAL
9281,LBB → DFW → MIA,LBB,MIA,0.1831,NORMAL
9282,RNO → DFW → TYS,RNO,TYS,0.183,NORMAL
9283,AGS → DFW → TUL,AGS,TUL,0.183,NORMAL
9284,PNS → DFW → MYR,PNS,MYR,0.183,NORMAL
9285,IAD → DFW → OGG,IAD,OGG,0.183,NORMAL
9286,TYS → DFW → BUR,TYS,BUR,0.183,NORMAL
9287,IAH → DFW → AVL,IAH,AVL,0.183,NORMAL
9288,ICT → DFW → JAC,ICT,JAC,0.183,NORMAL
9289,SFO → DFW → HNL,SFO,HNL,0.183,NORMAL
9290,AGS → DFW → TVC,AGS,TVC,0.183,NORMAL
9291,GRR → DFW → SRQ,GRR,SRQ,0.1829,NORMAL
9292,SJU → DFW → LEX,SJU,LEX,0.1829,NORMAL
9293,OGG → DFW → LAS,OGG,LAS,0.1829,NORMAL
9294,SAT → DFW → JAX,SAT,JAX,0.1828,NORMAL
9295,SDF → DFW → STL,SDF,STL,0.1828,NORMAL
9296,TPA → DFW → SBA,TPA,SBA,0.1828,NORMAL
9297,ILM → DFW → DSM,ILM,DSM,0.1828,NORMAL
9298,SNA → DFW → MSP,SNA,MSP,0.1828,NORMAL
9299,GSP → DFW → SDF,GSP,SDF,0.1828,NORMAL
9300,RSW → DFW → IAH,RSW,IAH,0.1827,NORMAL
9301,OKC → DFW → HNL,OKC,HNL,0.1827,NORMAL
9302,MSP → DFW → ANC,MSP,ANC,0.1827,NORMAL
9303,SFO → DFW → SYR,SFO,SYR,0.1827,NORMAL
9304,CHS → DFW → DAB,CHS,DAB,0.1827,NORMAL
9305,BOS → DFW → TYS,BOS,TYS,0.1827,NORMAL
9306,FLL → DFW → CHS,FLL,CHS,0.1826,NORMAL
9307,KOA → DFW → BNA,KOA,BNA,0.1826,NORMAL
9308,BOS → DFW → GEG,BOS,GEG,0.1826,NORMAL
9309,TVC → DFW → COS,TVC,COS,0.1826,NORMAL
9310,BFL → DFW → RDU,BFL,RDU,0.1825,NORMAL
9311,SAN → DFW → RSW,SAN,RSW,0.1825,NORMAL
9312,TUL → DFW → SAN,TUL,SAN,0.1825,NORMAL
9313,SMF → DFW → DAB,SMF,DAB,0.1825,NORMAL
9314,OKC → DFW → VPS,OKC,VPS,0.1825,NORMAL
9315,OGG → DFW → OKC,OGG,OKC,0.1825,NORMAL
9316,AMA → DFW → ONT,AMA,ONT,0.1825,NORMAL
9317,LAS → DFW → LBB,LAS,LBB,0.1825,NORMAL
9318,SBA → DFW → ONT,SBA,ONT,0.1825,NORMAL
9319,BWI → DFW → ANC,BWI,ANC,0.1825,NORMAL
9320,CID → DFW → EYW,CID,EYW,0.1825,NORMAL
9321,GSP → DFW → ABQ,GSP,ABQ,0.1824,NORMAL
9322,PDX → DFW → TVC,PDX,TVC,0.1824,NORMAL
9323,HNL → DFW → BUR,HNL,BUR,0.1824,NORMAL
9324,XNA → DFW → IND,XNA,IND,0.1824,NORMAL
9325,STT → DFW → PIT,STT,PIT,0.1824,NORMAL
9326,ELP → DFW → DTW,ELP,DTW,0.1824,NORMAL
9327,MFE → DFW → CHS,MFE,CHS,0.1824,NORMAL
9328,PSP → DFW → LEX,PSP,LEX,0.1824,NORMAL
9329,ECP → DFW → TPA,ECP,TPA,0.1824,NORMAL
9330,CVG → DFW → SBP,CVG,SBP,0.1823,NORMAL
9331,ELP → DFW → SBA,ELP,SBA,0.1823,NORMAL
9332,MSP → DFW → RSW,MSP,RSW,0.1823,NORMAL
9333,PWM → DFW → DEN,PWM,DEN,0.1823,NORMAL
9334,OKC → DFW → PBI,OKC,PBI,0.1823,NORMAL
9335,MCI → DFW → AMA,MCI,AMA,0.1823,NORMAL
9336,ORF → DFW → CLE,ORF,CLE,0.1823,NORMAL
9337,KOA → DFW → AUS,KOA,AUS,0.1822,NORMAL
9338,XNA → DFW → SDF,XNA,SDF,0.1822,NORMAL
9339,TYS → DFW → RSW,TYS,RSW,0.1822,NORMAL
9340,MSN → DFW → TUS,MSN,TUS,0.1822,NORMAL
9341,BNA → DFW → PBI,BNA,PBI,0.1822,NORMAL
9342,PHL → DFW → ONT,PHL,ONT,0.1821,NORMAL
9343,ATL → DFW → SBP,ATL,SBP,0.1821,NORMAL
9344,MKE → DFW → LBB,MKE,LBB,0.1821,NORMAL
9345,ANC → DFW → MSP,ANC,MSP,0.1821,NORMAL
9346,SLC → DFW → CAE,SLC,CAE,0.1821,NORMAL
9347,PWM → DFW → LGA,PWM,LGA,0.182,NORMAL
9348,MSO → DFW → SRQ,MSO,SRQ,0.182,NORMAL
9349,SDF → DFW → HSV,SDF,HSV,0.182,NORMAL
9350,TVC → DFW → TUS,TVC,TUS,0.182,NORMAL
9351,PIT → DFW → MKE,PIT,MKE,0.182,NORMAL
9352,COS → DFW → MSY,COS,MSY,0.182,NORMAL
9353,BUR → DFW → OKC,BUR,OKC,0.1819,NORMAL
9354,SYR → DFW → GUC,SYR,GUC,0.1819,NORMAL
9355,MCI → DFW → JAX,MCI,JAX,0.1819,NORMAL
9356,MTJ → DFW → CID,MTJ,CID,0.1819,NORMAL
9357,BWI → DFW → PBI,BWI,PBI,0.1819,NORMAL
9358,IAH → DFW → SNA,IAH,SNA,0.1819,NORMAL
9359,GRR → DFW → MYR,GRR,MYR,0.1819,NORMAL
9360,BOI → DFW → RIC,BOI,RIC,0.1818,NORMAL
9361,HNL → DFW → SJU,HNL,SJU,0.1818,NORMAL
9362,SAN → DFW → MSO,SAN,MSO,0.1818,NORMAL
9363,SBA → DFW → DAB,SBA,DAB,0.1818,NORMAL
9364,LAS → DFW → CHS,LAS,CHS,0.1818,NORMAL
9365,PIT → DFW → ABQ,PIT,ABQ,0.1818,NORMAL
9366,BOI → DFW → SFO,BOI,SFO,0.1818,NORMAL
9367,MTJ → DFW → BOS,MTJ,BOS,0.1818,NORMAL
9368,RSW → DFW → GUC,RSW,GUC,0.1817,NORMAL
9369,STS → DFW → CAE,STS,CAE,0.1817,NORMAL
9370,OKC → DFW → MRY,OKC,MRY,0.1817,NORMAL
9371,CID → DFW → SJC,CID,SJC,0.1817,NORMAL
9372,DRO → DFW → DEN,DRO,DEN,0.1817,NORMAL
9373,IND → DFW → MFE,IND,MFE,0.1817,NORMAL
9374,OKC → DFW → AGS,OKC,AGS,0.1817,NORMAL
9375,SBP → DFW → BFL,SBP,BFL,0.1817,NORMAL
9376,CID → DFW → FLL,CID,FLL,0.1817,NORMAL
9377,KOA → DFW → GSP,KOA,GSP,0.1816,NORMAL
9378,STS → DFW → BUF,STS,BUF,0.1816,NORMAL
9379,STL → DFW → ILM,STL,ILM,0.1816,NORMAL
9380,TPA → DFW → FCA,TPA,FCA,0.1816,NORMAL
9381,FAT → DFW → FCA,FAT,FCA,0.1816,NORMAL
9382,TUL → DFW → SYR,TUL,SYR,0.1816,NORMAL
9383,BDL → DFW → ORF,BDL,ORF,0.1816,NORMAL
9384,AUS → DFW → AMA,AUS,AMA,0.1816,NORMAL
9385,BOI → DFW → TPA,BOI,TPA,0.1815,NORMAL
9386,SAT → DFW → SLC,SAT,SLC,0.1815,NORMAL
9387,ANC → DFW → LGA,ANC,LGA,0.1815,NORMAL
9388,SEA → DFW → SJC,SEA,SJC,0.1815,NORMAL
9389,PHX → DFW → GSO,PHX,GSO,0.1815,NORMAL
9390,ILM → DFW → ATL,ILM,ATL,0.1815,NORMAL
9391,CLE → DFW → CAE,CLE,CAE,0.1815,NORMAL
9392,CMH → DFW → VPS,CMH,VPS,0.1814,NORMAL
9393,BUR → DFW → PHL,BUR,PHL,0.1814,NORMAL
9394,RNO → DFW → FSD,RNO,FSD,0.1814,NORMAL
9395,SBP → DFW → DSM,SBP,DSM,0.1814,NORMAL
9396,ALB → DFW → TUL,ALB,TUL,0.1814,NORMAL
9397,DAB → DFW → EGE,DAB,EGE,0.1814,NORMAL
9398,MFE → DFW → JAX,MFE,JAX,0.1814,NORMAL
9399,ELP → DFW → ILM,ELP,ILM,0.1814,NORMAL
9400,OMA → DFW → GSO,OMA,GSO,0.1814,NORMAL
9401,DRO → DFW → SEA,DRO,SEA,0.1814,NORMAL
9402,PBI → DFW → RSW,PBI,RSW,0.1814,NORMAL
9403,SBP → DFW → VPS,SBP,VPS,0.1814,NORMAL
9404,SEA → DFW → EUG,SEA,EUG,0.1814,NORMAL
9405,DCA → DFW → BUF,DCA,BUF,0.1813,NORMAL
9406,MSY → DFW → ELP,MSY,ELP,0.1812,NORMAL
9407,ANC → DFW → DSM,ANC,DSM,0.1812,NORMAL
9408,MCI → DFW → DRO,MCI,DRO,0.1812,NORMAL
9409,CLE → DFW → ILM,CLE,ILM,0.1811,NORMAL
9410,HSV → DFW → AGS,HSV,AGS,0.1811,NORMAL
9411,BWI → DFW → ORF,BWI,ORF,0.1811,NORMAL
9412,DRO → DFW → FAT,DRO,FAT,0.1811,NORMAL
9413,FCA → DFW → RIC,FCA,RIC,0.1811,NORMAL
9414,HNL → DFW → PHX,HNL,PHX,0.1811,NORMAL
9415,STT → DFW → SMF,STT,SMF,0.1811,NORMAL
9416,ICT → DFW → AGS,ICT,AGS,0.1811,NORMAL
9417,MIA → DFW → SNA,MIA,SNA,0.181,NORMAL
9418,RNO → DFW → RDU,RNO,RDU,0.181,NORMAL
9419,MSP → DFW → CHS,MSP,CHS,0.181,NORMAL
9420,LAS → DFW → JFK,LAS,JFK,0.181,NORMAL
9421,SBP → DFW → AVL,SBP,AVL,0.1809,NORMAL
9422,RIC → DFW → SBP,RIC,SBP,0.1809,NORMAL
9423,RNO → DFW → PBI,RNO,PBI,0.1809,NORMAL
9424,DAB → DFW → PBI,DAB,PBI,0.1809,NORMAL
9425,JAX → DFW → LAX,JAX,LAX,0.1809,NORMAL
9426,SLC → DFW → GSO,SLC,GSO,0.1809,NORMAL
9427,DCA → DFW → MSN,DCA,MSN,0.1809,NORMAL
9428,ORF → DFW → BUF,ORF,BUF,0.1808,NORMAL
9429,STL → DFW → MSO,STL,MSO,0.1808,NORMAL
9430,FAT → DFW → CVG,FAT,CVG,0.1808,NORMAL
9431,RIC → DFW → COS,RIC,COS,0.1808,NORMAL
9432,PIT → DFW → EYW,PIT,EYW,0.1808,NORMAL
9433,MCI → DFW → FSD,MCI,FSD,0.1808,NORMAL
9434,MSP → DFW → LEX,MSP,LEX,0.1807,NORMAL
9435,PBI → DFW → SYR,PBI,SYR,0.1806,NORMAL
9436,BHM → DFW → IND,BHM,IND,0.1806,NORMAL
9437,SYR → DFW → MYR,SYR,MYR,0.1806,NORMAL
9438,KOA → DFW → ORF,KOA,ORF,0.1806,NORMAL
9439,LEX → DFW → SMF,LEX,SMF,0.1806,NORMAL
9440,MDT → DFW → ONT,MDT,ONT,0.1806,NORMAL
9441,ELP → DFW → TVC,ELP,TVC,0.1806,NORMAL
9442,DSM → DFW → CLT,DSM,CLT,0.1806,NORMAL
9443,PNS → DFW → LBB,PNS,LBB,0.1806,NORMAL
9444,ABQ → DFW → ATL,ABQ,ATL,0.1806,NORMAL
9445,SEA → DFW → COS,SEA,COS,0.1805,NORMAL
9446,GEG → DFW → EYW,GEG,EYW,0.1805,NORMAL
9447,COS → DFW → GSP,COS,GSP,0.1805,NORMAL
9448,ELP → DFW → CLE,ELP,CLE,0.1805,NORMAL
9449,ELP → DFW → DRO,ELP,DRO,0.1805,NORMAL
9450,ALB → DFW → FLL,ALB,FLL,0.1805,NORMAL
9451,TVC → DFW → XNA,TVC,XNA,0.1805,NORMAL
9452,PHX → DFW → GRR,PHX,GRR,0.1804,NORMAL
9453,RDM → DFW → HDN,RDM,HDN,0.1804,NORMAL
9454,MEM → DFW → GSO,MEM,GSO,0.1804,NORMAL
9455,ORF → DFW → SMF,ORF,SMF,0.1804,NORMAL
9456,STT → DFW → STL,STT,STL,0.1803,NORMAL
9457,MSN → DFW → HDN,MSN,HDN,0.1803,NORMAL
9458,OKC → DFW → RDU,OKC,RDU,0.1803,NORMAL
9459,MCI → DFW → HSV,MCI,HSV,0.1803,NORMAL
9460,IAD → DFW → TUS,IAD,TUS,0.1802,NORMAL
9461,STT → DFW → JAX,STT,JAX,0.1802,NORMAL
9462,PDX → DFW → CAE,PDX,CAE,0.1802,NORMAL
9463,RNO → DFW → GSO,RNO,GSO,0.1802,NORMAL
9464,SAN → DFW → AVL,SAN,AVL,0.1802,NORMAL
9465,ANC → DFW → CHS,ANC,CHS,0.1802,NORMAL
9466,PWM → DFW → HNL,PWM,HNL,0.1802,NORMAL
9467,DEN → DFW → ORF,DEN,ORF,0.1801,NORMAL
9468,SBA → DFW → GSP,SBA,GSP,0.1801,NORMAL
9469,CVG → DFW → VPS,CVG,VPS,0.1801,NORMAL
9470,SFO → DFW → GEG,SFO,GEG,0.1801,NORMAL
9471,FSD → DFW → ECP,FSD,ECP,0.1801,NORMAL
9472,LEX → DFW → HSV,LEX,HSV,0.1801,NORMAL
9473,ORF → DFW → LAX,ORF,LAX,0.18,NORMAL
9474,LAX → DFW → AGS,LAX,AGS,0.18,NORMAL
9475,ANC → DFW → SJU,ANC,SJU,0.18,NORMAL
9476,MSO → DFW → BOI,MSO,BOI,0.1799,NORMAL
9477,SJU → DFW → ECP,SJU,ECP,0.1799,NORMAL
9478,ELP → DFW → CLT,ELP,CLT,0.1799,NORMAL
9479,LAS → DFW → PSP,LAS,PSP,0.1799,NORMAL
9480,MSP → DFW → BHM,MSP,BHM,0.1799,NORMAL
9481,CHS → DFW → ORF,CHS,ORF,0.1799,NORMAL
9482,MDT → DFW → IND,MDT,IND,0.1799,NORMAL
9483,ILM → DFW → SAN,ILM,SAN,0.1799,NORMAL
9484,CVG → DFW → BDL,CVG,BDL,0.1799,NORMAL
9485,ORF → DFW → PWM,ORF,PWM,0.1798,NORMAL
9486,SLC → DFW → CLT,SLC,CLT,0.1798,NORMAL
9487,SAN → DFW → PBI,SAN,PBI,0.1798,NORMAL
9488,PWM → DFW → OKC,PWM,OKC,0.1798,NORMAL
9489,EWR → DFW → CVG,EWR,CVG,0.1798,NORMAL
9490,ONT → DFW → GRR,ONT,GRR,0.1798,NORMAL
9491,SFO → DFW → CLT,SFO,CLT,0.1797,NORMAL
9492,LEX → DFW → SRQ,LEX,SRQ,0.1797,NORMAL
9493,LBB → DFW → STT,LBB,STT,0.1797,NORMAL
9494,RIC → DFW → EYW,RIC,EYW,0.1797,NORMAL
9495,OKC → DFW → MCI,OKC,MCI,0.1797,NORMAL
9496,AGS → DFW → IND,AGS,IND,0.1797,NORMAL
9497,AGS → DFW → CMH,AGS,CMH,0.1797,NORMAL
9498,TPA → DFW → CHS,TPA,CHS,0.1797,NORMAL
9499,SJU → DFW → BHM,SJU,BHM,0.1797,NORMAL
9500,AVL → DFW → AUS,AVL,AUS,0.1797,NORMAL
9501,SNA → DFW → ECP,SNA,ECP,0.1797,NORMAL
9502,LEX → DFW → FAT,LEX,FAT,0.1797,NORMAL
9503,ONT → DFW → MSO,ONT,MSO,0.1796,NORMAL
9504,SDF → DFW → AVL,SDF,AVL,0.1796,NORMAL
9505,ILM → DFW → TUL,ILM,TUL,0.1796,NORMAL
9506,DEN → DFW → BNA,DEN,BNA,0.1795,NORMAL
9507,DRO → DFW → TVC,DRO,TVC,0.1795,NORMAL
9508,ALB → DFW → BOI,ALB,BOI,0.1795,NORMAL
9509,GSO → DFW → ILM,GSO,ILM,0.1795,NORMAL
9510,GRR → DFW → MCI,GRR,MCI,0.1795,NORMAL
9511,CAE → DFW → SDF,CAE,SDF,0.1795,NORMAL
9512,CAE → DFW → RDU,CAE,RDU,0.1795,NORMAL
9513,ELP → DFW → PWM,ELP,PWM,0.1795,NORMAL
9514,MCI → DFW → AGS,MCI,AGS,0.1795,NORMAL
9515,TUS → DFW → MYR,TUS,MYR,0.1794,NORMAL
9516,ANC → DFW → STS,ANC,STS,0.1794,NORMAL
9517,OKC → DFW → MSP,OKC,MSP,0.1794,NORMAL
9518,BUR → DFW → IAH,BUR,IAH,0.1794,NORMAL
9519,CVG → DFW → GRR,CVG,GRR,0.1794,NORMAL
9520,LBB → DFW → RIC,LBB,RIC,0.1793,NORMAL
9521,HNL → DFW → MCO,HNL,MCO,0.1793,NORMAL
9522,DSM → DFW → IND,DSM,IND,0.1793,NORMAL
9523,DRO → DFW → CHS,DRO,CHS,0.1792,NORMAL
9524,FLL → DFW → ANC,FLL,ANC,0.1792,NORMAL
9525,MDT → DFW → CAE,MDT,CAE,0.1792,NORMAL
9526,BOI → DFW → BOS,BOI,BOS,0.1792,NORMAL
9527,RNO → DFW → ONT,RNO,ONT,0.1792,NORMAL
9528,ONT → DFW → HNL,ONT,HNL,0.1792,NORMAL
9529,SFO → DFW → DRO,SFO,DRO,0.1792,NORMAL
9530,BHM → DFW → SAN,BHM,SAN,0.1792,NORMAL
9531,STL → DFW → SBP,STL,SBP,0.1792,NORMAL
9532,SAN → DFW → DRO,SAN,DRO,0.1792,NORMAL
9533,TVC → DFW → JAC,TVC,JAC,0.1792,NORMAL
9534,TUS → DFW → TUL,TUS,TUL,0.1791,NORMAL
9535,DRO → DFW → MSO,DRO,MSO,0.1791,NORMAL
9536,MIA → DFW → COS,MIA,COS,0.1791,NORMAL
9537,MCO → DFW → DEN,MCO,DEN,0.1791,NORMAL
9538,BUR → DFW → SDF,BUR,SDF,0.1791,NORMAL
9539,ELP → DFW → LGA,ELP,LGA,0.1791,NORMAL
9540,PHX → DFW → RDU,PHX,RDU,0.1791,NORMAL
9541,DAB → DFW → HSV,DAB,HSV,0.1791,NORMAL
9542,ONT → DFW → JAX,ONT,JAX,0.1791,NORMAL
9543,BUR → DFW → GSO,BUR,GSO,0.179,NORMAL
9544,ORF → DFW → COS,ORF,COS,0.179,NORMAL
9545,AGS → DFW → BFL,AGS,BFL,0.179,NORMAL
9546,BUF → DFW → SMF,BUF,SMF,0.1789,NORMAL
9547,GSP → DFW → BFL,GSP,BFL,0.1789,NORMAL
9548,SAT → DFW → CVG,SAT,CVG,0.1789,NORMAL
9549,BWI → DFW → ELP,BWI,ELP,0.1789,NORMAL
9550,ANC → DFW → JFK,ANC,JFK,0.1789,NORMAL
9551,ORF → DFW → ORD,ORF,ORD,0.1789,NORMAL
9552,MCO → DFW → GEG,MCO,GEG,0.1788,NORMAL
9553,TUL → DFW → BUF,TUL,BUF,0.1788,NORMAL
9554,IAD → DFW → EUG,IAD,EUG,0.1788,NORMAL
9555,DEN → DFW → RDU,DEN,RDU,0.1788,NORMAL
9556,SYR → DFW → SRQ,SYR,SRQ,0.1788,NORMAL
9557,LAX → DFW → EGE,LAX,EGE,0.1788,NORMAL
9558,CAE → DFW → DRO,CAE,DRO,0.1788,NORMAL
9559,SFO → DFW → LGA,SFO,LGA,0.1788,NORMAL
9560,XNA → DFW → SNA,XNA,SNA,0.1788,NORMAL
9561,BZN → DFW → TYS,BZN,TYS,0.1787,NORMAL
9562,PIT → DFW → PSP,PIT,PSP,0.1787,NORMAL
9563,HNL → DFW → ABQ,HNL,ABQ,0.1787,NORMAL
9564,MSP → DFW → ELP,MSP,ELP,0.1787,NORMAL
9565,BWI → DFW → EGE,BWI,EGE,0.1787,NORMAL
9566,SFO → DFW → BOI,SFO,BOI,0.1787,NORMAL
9567,CHS → DFW → ONT,CHS,ONT,0.1787,NORMAL
9568,TUL → DFW → MSP,TUL,MSP,0.1787,NORMAL
9569,JAC → DFW → KOA,JAC,KOA,0.1787,NORMAL
9570,DEN → DFW → HNL,DEN,HNL,0.1787,NORMAL
9571,CLE → DFW → RIC,CLE,RIC,0.1787,NORMAL
9572,XNA → DFW → PSP,XNA,PSP,0.1786,NORMAL
9573,BFL → DFW → EGE,BFL,EGE,0.1786,NORMAL
9574,PWM → DFW → BOS,PWM,BOS,0.1786,NORMAL
9575,FLL → DFW → PHX,FLL,PHX,0.1786,NORMAL
9576,JAX → DFW → GSO,JAX,GSO,0.1786,NORMAL
9577,MCI → DFW → STL,MCI,STL,0.1786,NORMAL
9578,RIC → DFW → ELP,RIC,ELP,0.1785,NORMAL
9579,PHX → DFW → AGS,PHX,AGS,0.1785,NORMAL
9580,ANC → DFW → FCA,ANC,FCA,0.1785,NORMAL
9581,LAS → DFW → AMA,LAS,AMA,0.1785,NORMAL
9582,BUR → DFW → MSO,BUR,MSO,0.1785,NORMAL
9583,LBB → DFW → CLT,LBB,CLT,0.1785,NORMAL
9584,PHL → DFW → BOI,PHL,BOI,0.1785,NORMAL
9585,JAC → DFW → MSP,JAC,MSP,0.1785,NORMAL
9586,CLE → DFW → AGS,CLE,AGS,0.1785,NORMAL
9587,PNS → DFW → CLT,PNS,CLT,0.1785,NORMAL
9588,TUL → DFW → EUG,TUL,EUG,0.1784,NORMAL
9589,DTW → DFW → SRQ,DTW,SRQ,0.1784,NORMAL
9590,ALB → DFW → BZN,ALB,BZN,0.1784,NORMAL
9591,FLL → DFW → VPS,FLL,VPS,0.1784,NORMAL
9592,FCA → DFW → CLT,FCA,CLT,0.1784,NORMAL
9593,BOS → DFW → SEA,BOS,SEA,0.1784,NORMAL
9594,HNL → DFW → SAN,HNL,SAN,0.1784,NORMAL
9595,JFK → DFW → BUR,JFK,BUR,0.1784,NORMAL
9596,XNA → DFW → MFE,XNA,MFE,0.1784,NORMAL
9597,MIA → DFW → SRQ,MIA,SRQ,0.1783,NORMAL
9598,COS → DFW → TPA,COS,TPA,0.1783,NORMAL
9599,MSP → DFW → LBB,MSP,LBB,0.1783,NORMAL
9600,PHL → DFW → GSP,PHL,GSP,0.1783,NORMAL
9601,TUS → DFW → AVL,TUS,AVL,0.1783,NORMAL
9602,BDL → DFW → TUL,BDL,TUL,0.1782,NORMAL
9603,HSV → DFW → BOI,HSV,BOI,0.1782,NORMAL
9604,LBB → DFW → ALB,LBB,ALB,0.1782,NORMAL
9605,LBB → DFW → PHL,LBB,PHL,0.1782,NORMAL
9606,HSV → DFW → CLT,HSV,CLT,0.1781,NORMAL
9607,RDM → DFW → ORF,RDM,ORF,0.1781,NORMAL
9608,TPA → DFW → AGS,TPA,AGS,0.1781,NORMAL
9609,MFE → DFW → GSP,MFE,GSP,0.1781,NORMAL
9610,ECP → DFW → LAS,ECP,LAS,0.1781,NORMAL
9611,MFE → DFW → EGE,MFE,EGE,0.178,NORMAL
9612,IAH → DFW → FAT,IAH,FAT,0.178,NORMAL
9613,MEM → DFW → SBA,MEM,SBA,0.178,NORMAL
9614,HNL → DFW → LBB,HNL,LBB,0.178,NORMAL
9615,RDM → DFW → SNA,RDM,SNA,0.178,NORMAL
9616,CHS → DFW → BNA,CHS,BNA,0.178,NORMAL
9617,HNL → DFW → FLL,HNL,FLL,0.178,NORMAL
9618,SBA → DFW → SAN,SBA,SAN,0.178,NORMAL
9619,BOI → DFW → EYW,BOI,EYW,0.178,NORMAL
9620,SNA → DFW → EGE,SNA,EGE,0.178,NORMAL
9621,SYR → DFW → MKE,SYR,MKE,0.178,NORMAL
9622,AVL → DFW → BDL,AVL,BDL,0.1779,NORMAL
9623,SJC → DFW → SAV,SJC,SAV,0.1779,NORMAL
9624,ORF → DFW → DRO,ORF,DRO,0.1779,NORMAL
9625,DEN → DFW → TYS,DEN,TYS,0.1779,NORMAL
9626,HNL → DFW → MEM,HNL,MEM,0.1779,NORMAL
9627,SDF → DFW → ILM,SDF,ILM,0.1779,NORMAL
9628,KOA → DFW → TYS,KOA,TYS,0.1779,NORMAL
9629,LBB → DFW → LAS,LBB,LAS,0.1778,NORMAL
9630,MYR → DFW → AUS,MYR,AUS,0.1778,NORMAL
9631,ICT → DFW → BFL,ICT,BFL,0.1778,NORMAL
9632,GSP → DFW → MKE,GSP,MKE,0.1778,NORMAL
9633,CID → DFW → MSO,CID,MSO,0.1778,NORMAL
9634,PNS → DFW → ILM,PNS,ILM,0.1778,NORMAL
9635,ONT → DFW → VPS,ONT,VPS,0.1778,NORMAL
9636,SDF → DFW → RDU,SDF,RDU,0.1778,NORMAL
9637,MSY → DFW → STT,MSY,STT,0.1778,NORMAL
9638,RSW → DFW → CLE,RSW,CLE,0.1778,NORMAL
9639,ICT → DFW → ILM,ICT,ILM,0.1777,NORMAL
